date,site,exposure,group_name,data_collectors,transect_number,transect_number_2024,tidal_height,quadrat_size,photos,Cover_deadbarnacle,Abietinaria_spp,Anthopleura_elegantissima,Anthopleura_xanthogrammica,Balanus_crenatus,Balanus_glandula,C_finmarkiensis,Chthamalus_dalli,Dead_mussel,Dendrobeania_lichenoides,Encrusting_colonial_ascidians,Halichondria_spp,Haliclona_spp,Hymenamphiastra_cyanocrypta,Membranipora_membranacea,Mitella_polymerus,Mytilus_edulis,Mytilus_californianus,Ophilitaspongia_pennata,Pycnoclavella_stanleyi,Schizoporella_uncornis,Semibalanus_cariosus,Sertularella_spp
2007-07-31,Wizard,exposed,not available,not available,12,NA,1,0.0625,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,95,0,0,0,0,0,20,0,0
2007-07-31,Wizard,exposed,not available,not available,12,NA,1.5,0.0625,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,15,0
2007-07-31,Wizard,exposed,not available,not available,12,NA,2,0.0625,,0,0,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
2007-07-31,Wizard,exposed,not available,not available,12,NA,2.5,0.0625,,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0
2007-07-31,Wizard,exposed,not available,not available,12,NA,3,0.0625,,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0
2007-07-31,Wizard,exposed,not available,not available,12,NA,3.5,0.0625,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,13,NA,0.5,0.0625,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0
2007-07-31,Wizard,exposed,not available,not available,13,NA,1,0.0625,,1,1,0,0,0,0,1,1,1,1,1,5,25,1,33,0,3,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,13,NA,1.5,0.0625,,1,1,4,5,0,0,1,1,1,1,1,2,0,1,8,0,1,0,0,0,1,0,0
2007-07-31,Wizard,exposed,not available,not available,13,NA,2,0.0625,,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0
2007-07-31,Wizard,exposed,not available,not available,13,NA,2.5,0.0625,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0
2007-07-31,Wizard,exposed,not available,not available,13,NA,3,0.0625,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0
2007-07-31,Wizard,exposed,not available,not available,13,NA,3.5,0.0625,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,17,NA,0.5,0.0625,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0
2007-07-31,Wizard,exposed,not available,not available,17,NA,1,0.0625,,0,0,1,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0
2007-07-31,Wizard,exposed,not available,not available,17,NA,1.5,0.0625,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0
2007-07-31,Wizard,exposed,not available,not available,17,NA,2,0.0625,,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2007-07-31,Wizard,exposed,not available,not available,17,NA,2.5,0.0625,,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2007-07-31,Wizard,exposed,not available,not available,17,NA,3,0.0625,,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2007-07-31,Wizard,exposed,not available,not available,17,NA,3.5,0.0625,,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,23,NA,0.5,0.0625,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2007-07-31,Wizard,exposed,not available,not available,23,NA,1,0.0625,,1,1,4,0,0,0,1,80,1,1,1,0,40,1,1,0,0,0,0,0,0,10,0
2007-07-31,Wizard,exposed,not available,not available,23,NA,1.5,0.0625,,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,30,0
2007-07-31,Wizard,exposed,not available,not available,23,NA,2,0.0625,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0
2007-07-31,Wizard,exposed,not available,not available,23,NA,2.5,0.0625,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,23,NA,3,0.0625,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0
2007-07-31,Wizard,exposed,not available,not available,23,NA,3.5,0.0625,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,25,NA,0.5,0.0625,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,25,NA,1,0.0625,,1,1,0,0,0,10,1,0,1,1,1,0,0,1,40,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,25,NA,1.5,0.0625,,0,0,5,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,0
2007-07-31,Wizard,exposed,not available,not available,25,NA,2,0.0625,,0,0,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,25,NA,2.5,0.0625,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
2007-07-31,Wizard,exposed,not available,not available,25,NA,3,0.0625,,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0
2007-07-31,Wizard,exposed,not available,not available,25,NA,3.5,0.0625,,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,27,NA,0.5,0.0625,,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0
2007-07-31,Wizard,exposed,not available,not available,27,NA,1,0.0625,,0,0,0,0,0,0,0,10,0,0,0,0,0,0,45,0,0,5,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,27,NA,1.5,0.0625,,0,0,2,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0
2007-07-31,Wizard,exposed,not available,not available,27,NA,2,0.0625,,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0
2007-07-31,Wizard,exposed,not available,not available,27,NA,2.5,0.0625,,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
2007-07-31,Wizard,exposed,not available,not available,27,NA,3,0.0625,,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,50,0
2007-07-31,Wizard,exposed,not available,not available,27,NA,3.5,0.0625,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
2007-07-31,Wizard,exposed,not available,not available,29,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,31,0,0
2007-07-31,Wizard,exposed,not available,not available,29,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,29,NA,1.5,0.0625,,0,0,0,5,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0
2007-07-31,Wizard,exposed,not available,not available,29,NA,2,0.0625,,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2007-07-31,Wizard,exposed,not available,not available,29,NA,2.5,0.0625,,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2007-07-31,Wizard,exposed,not available,not available,29,NA,3,0.0625,,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,29,NA,3.5,0.0625,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,33,NA,0.5,0.0625,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007-07-31,Wizard,exposed,not available,not available,33,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0
2007-07-31,Wizard,exposed,not available,not available,33,NA,1.5,0.0625,,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
2007-07-31,Wizard,exposed,not available,not available,33,NA,2,0.0625,,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
2007-07-31,Wizard,exposed,not available,not available,33,NA,2.5,0.0625,,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0
2007-07-31,Wizard,exposed,not available,not available,33,NA,3,0.0625,,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,33,NA,3.5,0.0625,,0,0,0,0,0,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,41,NA,0.5,0.0625,,0,0,0,0,0,70,0,0,0,0,0,15,0,0,65,0,0,80,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,41,NA,1,0.0625,,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,41,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,41,NA,2,0.0625,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,41,NA,2.5,0.0625,,1,1,4,0,0,20,1,0,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,41,NA,3,0.0625,,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0
2007-07-31,Wizard,exposed,not available,not available,41,NA,3.5,0.0625,,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,42,NA,0.5,0.0625,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0
2007-07-31,Wizard,exposed,not available,not available,42,NA,1,0.0625,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,70,0.5,0
2007-07-31,Wizard,exposed,not available,not available,42,NA,1.5,0.0625,,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0
2007-07-31,Wizard,exposed,not available,not available,42,NA,2,0.0625,,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007-07-31,Wizard,exposed,not available,not available,42,NA,2.5,0.0625,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,40,0
2007-07-31,Wizard,exposed,not available,not available,42,NA,3,0.0625,,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,4,0
2007-07-31,Wizard,exposed,not available,not available,42,NA,3.5,0.0625,,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,exposed,not available,not available,46,NA,0.5,0.0625,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,1,0
2007-07-31,Wizard,exposed,not available,not available,46,NA,1,0.0625,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,70,0,0
2007-07-31,Wizard,exposed,not available,not available,46,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
2007-07-31,Wizard,exposed,not available,not available,46,NA,2,0.0625,,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2007-07-31,Wizard,exposed,not available,not available,46,NA,2.5,0.0625,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,0
2007-07-31,Wizard,exposed,not available,not available,46,NA,3,0.0625,,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0
2007-07-31,Wizard,exposed,not available,not available,46,NA,3.5,0.0625,,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
2007-07-31,Wizard,sheltered,not available,not available,5,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,2,0
2007-07-31,Wizard,sheltered,not available,not available,5,NA,1,0.0625,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,5,NA,1.5,0.0625,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,5,NA,2,0.0625,,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,5,NA,2.5,0.0625,,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,5,NA,3,0.0625,,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,5,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,13,NA,0.5,0.0625,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,13,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,13,NA,1.5,0.0625,,0,0,12,0,0,0,0,0,0,0,0,30,0,0,0,0,0,65,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,13,NA,2,0.0625,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,13,NA,2.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,13,NA,3,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,13,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,20,NA,0.5,0.0625,,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,37,0,0
2007-07-31,Wizard,sheltered,not available,not available,20,NA,1,0.0625,,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,51,0,0,0,1,0
2007-07-31,Wizard,sheltered,not available,not available,20,NA,1.5,0.0625,,1,1,9,0,0,0,1,6,1,1,1,0,0,1,0,0,0,20,0,0,3,1,0
2007-07-31,Wizard,sheltered,not available,not available,20,NA,2,0.0625,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,20,NA,2.5,0.0625,,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,20,NA,3,0.0625,,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,20,NA,3.5,0.0625,,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,21,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,50,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,21,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,75,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,21,NA,1.5,0.0625,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,0
2007-07-31,Wizard,sheltered,not available,not available,21,NA,2,0.0625,,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,21,NA,2.5,0.0625,,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,21,NA,3,0.0625,,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,21,NA,3.5,0.0625,,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,26,NA,0.5,0.0625,,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,26,NA,1,0.0625,,0,0,0,0,0,11,0,2,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0
2007-07-31,Wizard,sheltered,not available,not available,26,NA,1.5,0.0625,,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2007-07-31,Wizard,sheltered,not available,not available,26,NA,2,0.0625,,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,26,NA,2.5,0.0625,,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,26,NA,3,0.0625,,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,26,NA,3.5,0.0625,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,28,NA,0.5,0.0625,,1,1,0,0,0,0,1,0,1,1,1,0,0,1,30,0,0,5,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,28,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,28,NA,1.5,0.0625,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,28,NA,2,0.0625,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,28,NA,2.5,0.0625,,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,28,NA,3,0.0625,,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,28,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,31,NA,0.5,0.0625,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,31,NA,1,0.0625,,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,31,NA,1.5,0.0625,,0,0,15,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,31,NA,2,0.0625,,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,31,NA,2.5,0.0625,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,31,NA,3,0.0625,,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,31,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,32,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,32,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,32,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,32,NA,2,0.0625,,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,32,NA,2.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,32,NA,3,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,32,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,33,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0
2007-07-31,Wizard,sheltered,not available,not available,33,NA,1,0.0625,,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,33,NA,1.5,0.0625,,0,0,2,0,0,80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,33,NA,2,0.0625,,0,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,33,NA,2.5,0.0625,,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,33,NA,3,0.0625,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,33,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,35,NA,0.5,0.0625,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,35,NA,1,0.0625,,0,0,0,0,0,62,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,35,NA,1.5,0.0625,,0,0,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,35,NA,2,0.0625,,1,1,3,0,0,8,1,0,1,1,1,0,0,1,0,0,0,100,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,35,NA,2.5,0.0625,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,35,NA,3,0.0625,,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,35,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,36,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,3,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,36,NA,1,0.0625,,1,1,0,0,0,5,1,0,1,1,1,0,0,1,10,0,0,5,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,36,NA,1.5,0.0625,,0,0,49,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,36,NA,2,0.0625,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,36,NA,2.5,0.0625,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,36,NA,3,0.0625,,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,36,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,38,NA,0.5,0.0625,,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,38,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,38,NA,1.5,0.0625,,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,38,NA,2,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,38,NA,2.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,38,NA,3,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,38,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,42,NA,0.5,0.0625,,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,42,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,42,NA,1.5,0.0625,,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,42,NA,2,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-31,Wizard,sheltered,not available,not available,42,NA,2.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
